customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
dda3cbaf-4978-41c0-815e-3ad1c301a82a,Male,0,Yes,Yes,36,No,No phone service,No,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,23.76,434.63,Yes
8a3c64b5-3a71-445f-92f9-7b692d5756e9,Male,1,No,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Credit card,53.34,1954.83,No
f1de44dd-9692-4a1a-9d8b-a0d2219164a8,Male,1,No,No,61,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No internet service,Two year,Yes,Credit card,109.3,801.13,Yes
a10d9c87-9371-4a62-a671-70f33a6fed41,Male,0,No,No,68,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No,One year,No,Bank transfer,58.36,2174.04,No
e5f5b2e7-f3b7-40cf-8ac0-3199daf92906,Male,1,No,No,20,No,Yes,DSL,No,No internet service,No,No,Yes,No internet service,Two year,Yes,Electronic check,33.01,512.64,No
1619fba8-19cc-45c5-890b-9c3686d882c3,Male,0,No,No,63,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Mailed check,64.34,6351.22,Yes
fb600aab-7d11-42a7-8522-72a0147660ad,Male,0,No,No,6,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer,102.05,4102.67,Yes
376af7d5-ed48-4a17-ac75-ede515e00027,Female,1,No,Yes,50,No,No phone service,No,Yes,Yes,Yes,Yes,No internet service,No,One year,Yes,Mailed check,28.74,,No
652aa447-351a-4f9a-b36e-a44edf87fe8c,Female,0,No,No,43,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No,No,Two year,No,Electronic check,27.97,4566.94,Yes
fe409153-d008-41e1-b9a5-a995a10b3fa5,Male,1,No,No,17,No,No,No,No internet service,No internet service,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,114.78,276.38,Yes
6d18f1da-8bbe-4461-8285-774fc9498725,Male,1,No,Yes,8,No,No,Fiber optic,No,No,No,Yes,No internet service,No internet service,Two year,Yes,Bank transfer,87.57,964.47,No
faa0df82-dcef-441b-9f83-4768c9564d08,Male,0,Yes,Yes,40,Yes,No phone service,No,No,No internet service,No,No internet service,Yes,Yes,Two year,No,Credit card,41.84,3183.73,No
a0114ce4-58a3-403c-a9cf-6a3113705a37,Female,0,No,No,43,Yes,No,DSL,No,No,No,Yes,Yes,No internet service,One year,No,Mailed check,36.34,2245.04,No
b4520ee3-0ec0-41f1-b875-30d504826e43,Female,0,No,Yes,36,Yes,No,No,No internet service,Yes,Yes,No,No,No,Two year,No,Credit card,,,Yes
43f0cdb5-c335-4a73-8894-bd0861004b00,Male,0,No,Yes,27,No,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,53.34,5810.27,No
7e609a11-529b-483d-9c5a-535df12d78a7,Male,0,Yes,No,49,No,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,94.97,3981.66,Yes
b8e7e138-ac22-4b10-8440-90e4d608e586,Female,0,Yes,Yes,13,No,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,Yes,One year,No,Electronic check,93.18,6536.75,No
24f2fc2f-d789-4d7f-ae3b-47e88b547ec9,Female,0,No,Yes,56,Yes,Yes,DSL,Yes,No,No internet service,Yes,No,No,Two year,Yes,Electronic check,48.12,7358.39,No
211ef3b2-cb07-4aef-b86f-408e7dfe6b96,Female,1,Yes,Yes,20,No,No phone service,DSL,Yes,No,Yes,No,No,No,Two year,No,Mailed check,92.76,1682.84,Yes
9390a1d8-6530-482c-aa4a-db2a72e84b58,Male,0,Yes,No,38,No,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,22.83,6287.34,Yes
965e292a-fa0e-4bbb-a729-b8ae1e17e503,Male,0,No,Yes,49,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card,40.06,,Yes
0194f009-e4e6-4b77-8313-bc7dcacd008b,Male,1,No,No,25,No,Yes,No,No,No internet service,Yes,No,Yes,No internet service,One year,No,Credit card,70.09,335.31,No
f8e3c989-ecf5-4fb5-a253-6c81b8511dda,Female,1,Yes,No,49,No,No phone service,DSL,Yes,Yes,Yes,No internet service,No,No,Two year,No,Mailed check,72.21,2409.98,Yes
fd68a8b0-a1e1-4f0f-8c21-93137bcc0819,Female,0,Yes,No,63,No,Yes,No,Yes,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,21.77,6245.02,No
fee91d3b-ceb9-4078-bf88-1e92ae6418e3,Male,1,Yes,No,20,Yes,No phone service,No,No,Yes,No internet service,No internet service,No,No,Two year,Yes,Bank transfer,37.46,831.05,Yes
c6f7dbec-e78d-4cfb-830e-9f99b0be5209,Male,1,Yes,Yes,6,No,Yes,No,Yes,Yes,Yes,No internet service,No,No,Two year,No,Bank transfer,102.55,2283.22,No
8dd837fc-da0c-45a2-aa2e-1cfa8e10ce69,Male,1,Yes,No,11,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,Yes,Two year,No,Electronic check,53.01,901.16,No
33161042-f00c-4082-b088-25b0f142effe,Female,1,No,Yes,33,No,No phone service,No,No,No internet service,No,No,Yes,Yes,Two year,No,Mailed check,37.29,63.32,Yes
67f2c261-aee6-44cf-9957-d3213cc0f6dc,Female,0,No,Yes,6,No,No,No,No internet service,No internet service,Yes,Yes,No internet service,No,Two year,No,Electronic check,32.04,3589.08,No
5043756a-960d-4e45-9609-7b9e6fa6ed5f,Female,1,Yes,Yes,64,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No internet service,No,Two year,Yes,Mailed check,97.93,5317.83,Yes
9a6d491c-217c-484b-9310-1eb95c871e41,Female,1,Yes,Yes,56,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,Two year,No,Electronic check,70.24,261.96,Yes
29cdd5f7-3676-4e27-9f43-4124bc22db35,Male,0,No,Yes,26,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No,One year,No,Electronic check,90.31,7388.56,Yes
4e4e39e5-571f-4037-90d3-e3668b6e1102,Male,1,No,No,5,No,No phone service,DSL,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,98.95,886.21,No
3cefa727-b356-4c46-ad9e-2a449e32e766,Male,0,Yes,Yes,39,No,No phone service,Fiber optic,No,No,No internet service,No internet service,Yes,No,One year,Yes,Bank transfer,23.26,6543.05,Yes
747a1b71-9b11-4f6a-b7de-188ae5201cd5,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,No internet service,One year,No,Mailed check,21.89,6514.48,No
9fd4e59c-4f23-442e-8d6a-f7bc8baf0f63,Female,0,No,No,22,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Mailed check,29.73,6682.54,No
8187d1b2-b51f-4eb3-94f4-94ce67993c86,Female,1,Yes,Yes,33,No,No,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No,One year,Yes,Electronic check,103.1,5401.39,Yes
bae4b6c1-a01e-44b1-b543-d8c71db34b91,Male,0,No,Yes,68,Yes,No,DSL,No internet service,No,No,Yes,Yes,No,Two year,No,Bank transfer,31.14,2601.54,No
5ee38f80-f330-4d5a-ae97-4fcb70ee8e24,Male,0,No,No,0,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,One year,No,Mailed check,60.68,324.42,Yes
e270b3b5-16be-44fc-b7a5-e199c8c7195e,Male,0,No,Yes,56,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card,77.26,4980.54,Yes
798a3c74-66c0-4e69-8488-508bd7977ac9,Female,1,No,Yes,69,Yes,No phone service,DSL,No,No,No internet service,Yes,No,No,One year,Yes,Mailed check,48.91,,No
37e04b7d-78ff-4b1b-8dbd-0f4fcb09d30e,Female,0,No,Yes,34,No,Yes,No,Yes,No internet service,No,Yes,No,Yes,Month-to-month,No,Credit card,101.66,2709.51,No
d59dee25-49a4-444e-86d8-37341e85f2e1,Male,1,Yes,Yes,10,Yes,No phone service,DSL,No internet service,No internet service,No,No,No internet service,No,Month-to-month,No,Credit card,57.46,4742.11,No
06477b1a-72b6-4097-8f80-f4783e6d8cdc,Female,1,No,No,47,No,No,No,No internet service,Yes,No,Yes,No internet service,Yes,Two year,Yes,Electronic check,50.52,1310.93,Yes
00e2ea01-6999-43cb-b115-575c0b1d72d8,Female,0,No,Yes,57,Yes,No phone service,No,No internet service,No,No internet service,Yes,No,No internet service,Two year,No,Bank transfer,61.75,2566.7,No
5ea65e6f-10ef-4312-bc45-742e9db72ed0,Male,0,Yes,No,18,No,Yes,Fiber optic,No,Yes,No internet service,No,No,Yes,One year,No,Credit card,112.14,7934.28,No
bc5fa9da-524f-4414-8121-5a17d0f91e52,Male,1,No,Yes,8,No,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No,Two year,No,Bank transfer,21.71,6347.39,Yes
6950b8bf-0298-4d90-8b6d-1aa1dddc7358,Male,1,Yes,No,24,No,Yes,DSL,Yes,No internet service,Yes,No,No,No,Month-to-month,No,Electronic check,81.67,5155.84,Yes
1c890d33-fdca-4a67-ba1c-645a6e2a7e88,Male,0,Yes,No,61,No,No,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Two year,Yes,Bank transfer,64.37,1082.76,No
978312b7-915a-4e8a-a635-162648f2d281,Male,1,Yes,No,47,No,Yes,DSL,Yes,No,No internet service,No internet service,No,No internet service,One year,Yes,Credit card,36.16,6661.42,Yes
d5482d62-7f93-4cc1-9362-5728ad0dce2e,Male,0,No,Yes,60,Yes,No phone service,No,Yes,No internet service,Yes,Yes,No,No,One year,Yes,Credit card,71.81,7016.34,No
43c479f5-e842-4b50-9927-a05d9331f9ae,Female,1,Yes,Yes,17,No,Yes,Fiber optic,No internet service,Yes,Yes,No,No internet service,No,One year,No,Electronic check,98.35,1081.1,No
2b312f11-f3ba-48f6-8625-504a72505f83,Female,0,Yes,Yes,52,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,Yes,No,One year,Yes,Electronic check,28.83,1412.69,No
6bb96a6b-1edb-4e4f-9d4d-29f46ad37f88,Female,0,No,Yes,31,Yes,No,No,Yes,No,No internet service,Yes,No,No,Two year,Yes,Credit card,56.09,1842.92,Yes
0a203bfe-d16e-4b52-ac70-2a020701335f,Male,1,Yes,No,40,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No internet service,No,One year,No,Mailed check,41.43,6243.04,No
09bc85d4-98a7-44ac-86a6-7ad5fc428fdd,Male,0,No,No,2,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No,No internet service,One year,No,Electronic check,93.61,3697.93,No
8ea9c291-46f7-40b9-9de9-188a335b8611,Male,1,No,No,70,Yes,Yes,DSL,No,No,No,No internet service,Yes,No,One year,Yes,Credit card,23.36,5032.38,No
978695d7-d36b-47ee-9e2a-2f9872391193,Male,1,No,No,57,Yes,No,DSL,Yes,No,No,Yes,No,No internet service,Two year,No,Mailed check,86.43,5923.77,Yes
9422e283-703e-4423-b90d-33fea13b6c48,Female,1,No,Yes,71,Yes,Yes,DSL,No internet service,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card,112.14,2044.93,Yes
34c4e312-9ee6-4097-9e62-ce8f0b18f768,Female,0,Yes,No,58,No,No,DSL,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,86.32,1468.56,No
9802a1b1-43ee-4405-9462-73521833226a,Female,0,No,Yes,58,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,108.58,6846.86,Yes
0a53407d-38eb-4869-ae77-eb3737217885,Female,1,Yes,No,16,No,No phone service,No,No internet service,Yes,No,Yes,No,No internet service,One year,Yes,Mailed check,90.53,7732.14,No
99e26a3b-30ea-4079-9edb-8bdb0d22b005,Female,0,No,Yes,23,Yes,No,No,Yes,No internet service,No,No internet service,No internet service,Yes,One year,Yes,Bank transfer,92.5,3535.94,Yes
66c608b4-2c3a-4575-b737-3866fe9a6d2c,Male,0,No,Yes,39,No,No phone service,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer,73.35,1927.34,Yes
775caafa-d6db-40f7-a7e5-5408e2e97027,Female,1,No,Yes,9,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,electronic chck,30.93,7638.84,Yes
7a141945-231d-4ca8-9a08-0cc64c7dd68d,Female,1,Yes,Yes,8,No,No phone service,DSL,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,110.55,6556.5,No
fcc6e27c-2844-4443-9071-7ba3aba3938f,Female,1,Yes,Yes,35,No,No phone service,No,No internet service,No,No,No,No internet service,No internet service,Month-to-month,No,Credit card,106.69,1011.71,No
e6c61841-de80-4d6a-b62b-a2d90d3a444a,Female,1,Yes,No,0,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Electronic check,74.02,4538.64,No
fa2d78fa-606f-4bc2-ad88-b9b797484dc9,Male,1,No,Yes,19,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,No internet service,Two year,Yes,Credit card,34.87,5877.87,Yes
7a378921-255f-4a85-b26d-6646c8426745,Female,0,Yes,No,13,Yes,No phone service,No,No internet service,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,109.44,7958.64,No
569fbed9-0cbe-4d05-a5b2-1960e0fcb9e6,Male,0,Yes,No,61,No,Yes,No,Yes,No,Yes,No,No,No,One year,No,Mailed check,19.56,1209.84,No
ef5893a4-0e62-499b-8574-524fc5d757c4,Male,1,Yes,No,16,Yes,No,DSL,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,61.82,29.52,Yes
623896d3-d6b1-4080-bfb8-ad9d53168e87,Female,1,Yes,No,69,Yes,No,No,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,No,Electronic check,43.6,4414.94,No
c2924508-7f14-45be-922a-5783751c298e,Male,1,Yes,Yes,30,Yes,Yes,DSL,Yes,Yes,No,No,No internet service,No,One year,No,Mailed check,57.15,5973.15,Yes
4fcc3d93-b57d-47d2-9d0e-84cc3117ac3f,Female,1,Yes,No,52,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,Two year,No,Electronic check,49.45,3129.55,No
f1c965c2-6416-43f2-a5aa-ba98d2b32e71,Female,1,No,Yes,59,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No,No internet service,One year,No,Credit card,71.1,7884.17,No
c9e86beb-a282-4b6f-94f8-f21e23e75d3a,Female,0,No,Yes,59,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,Yes,Yes,One year,No,Bank transfer,32.37,4964.48,Yes
ef009f1c-80e9-4bf5-b6fa-2d751ace0de0,Male,1,No,Yes,29,No,No phone service,DSL,No internet service,Yes,No,Yes,No internet service,No,Month-to-month,No,Mailed check,76.8,2686.87,No
9ce04127-506c-467c-9596-f8206cb9c52a,Male,1,No,Yes,8,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card,89.48,7830.63,No
880e4d9e-7393-49dd-aa08-59518aaddf42,Male,0,No,No,32,Yes,No phone service,DSL,No internet service,Yes,No,Yes,No internet service,No,Two year,Yes,Electronic check,24.72,7549.09,Yes
0db06299-284a-4815-95ca-deca10fb7e2d,Male,0,Yes,Yes,60,No,No,No,Yes,No internet service,No internet service,Yes,No,No,One year,No,Mailed check,41.81,1068.15,Yes
a3962f3b-ba0e-41e6-8698-05b8025730c8,Male,0,No,No,11,Yes,No,DSL,No,No,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,107.65,2168.81,No
fadca073-16a6-49e1-b9d5-9fb16c92a8fb,Male,0,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,63.58,1510.15,Yes
a4819435-fd92-4d18-9d13-30075b47a837,Female,0,No,Yes,54,No,No,No,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,51.4,5126.34,No
5e361ed0-f3db-471a-bc5b-971ec087ea5f,Female,1,No,Yes,49,Yes,No phone service,DSL,No internet service,No,No,No,No,No,One year,No,Credit card,57.79,3048.93,No
2d4f629c-70ac-48e3-af12-03f59f2c5d5c,Male,1,Yes,No,1,No,Yes,No,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer,58.9,5094.16,Yes
ba8ce9d5-97f9-4512-9855-3bcbab93eac2,Male,1,Yes,Yes,27,No,Yes,DSL,Yes,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,117.0,1423.09,Yes
7a7b16ce-339d-4dc0-9d5c-e6f0e4e1886e,Female,0,Yes,No,58,Yes,No,No,Yes,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,55.76,1355.48,Yes
8c98090d-84de-47a7-b142-1f8a3dc84754,Male,1,No,No,25,No,No phone service,No,No internet service,No,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,52.34,4969.83,No
827abaa2-dae6-4f1b-b4e5-110d595e3cd5,Female,0,Yes,Yes,6,No,No phone service,No,No,No internet service,Yes,No internet service,No internet service,No,One year,No,Credit card,106.4,6732.26,No
f9177228-16f4-4687-9a1a-32005c614bfd,Female,0,Yes,No,16,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,No,One year,No,Mailed check,42.56,1924.52,No
20ce3017-0cf0-4304-9640-0c44ee1a851b,Male,1,No,Yes,1,Yes,No,DSL,Yes,No,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,73.31,4476.75,Yes
13d14006-a8cd-4153-950a-490a8f40a1d0,Male,1,Yes,No,6,No,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,Two year,No,Credit card,45.28,4971.64,No
bedd8b7a-36ee-439c-b07b-3e397d0bc93b,Male,0,No,No,50,No,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,No internet service,One year,No,Bank transfer,96.35,7749.12,Yes
259286c0-b137-4a31-a96b-11c6cbdd1e9a,Female,1,No,No,53,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Bank transfer,44.76,6348.89,Yes
3cb36f39-d17a-4675-bd62-29305aac0204,Female,1,No,Yes,0,No,No,No,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,118.18,2514.9,Yes
45136c7f-05f4-436e-a7ae-275c678c1dcf,Female,0,Yes,No,23,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No,Two year,Yes,Bank transfer,,6618.65,No
500dc259-dbcd-43ca-8196-fcd82147b834,Female,1,No,No,61,No,No,No,No internet service,No,No internet service,No,No internet service,Yes,Two year,No,Electronic check,53.82,538.72,Yes
0f941a37-4037-42da-9dc0-c6396cf424a5,Male,1,Yes,Yes,49,No,No phone service,No,Yes,No,No internet service,No,Yes,Yes,One year,No,Credit card,60.22,2672.0,Yes
cf431672-2d68-40dc-b688-96a4fcf39522,Male,1,Yes,No,69,No,No,No,No internet service,No internet service,No internet service,No,Yes,No,One year,No,Credit card,105.15,2179.73,Yes
6274b0db-70e1-492b-a966-f81489c62032,Male,0,Yes,No,5,No,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,One year,No,Credit card,70.73,3554.82,Yes
7304a8b5-d493-4eb4-b979-3f20d794418c,Male,1,No,No,31,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,49.49,1146.57,No
ea0aea39-28b5-4a1e-8e7a-5724dea19ae9,Female,1,No,Yes,18,Yes,No,DSL,Yes,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,39.19,6016.33,No
c96da44e-0c42-47b4-b4a8-1d042ee9f239,Female,0,Yes,No,21,No,No,DSL,Yes,No,No internet service,Yes,Yes,Yes,Two year,No,Electronic check,45.97,3002.92,No
342ff0c0-949e-42ed-98d7-b11f28ee0dfa,Male,1,Yes,No,9,No,No phone service,No,Yes,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Mailed check,46.54,7608.58,No
d1ff47b3-7f1c-4450-99b2-95a35bb53882,Male,1,No,No,26,No,No,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer,18.52,2347.5,No
750e797c-0f59-41b8-902a-f06756b77dec,Male,1,No,Yes,20,No,No phone service,DSL,No internet service,Yes,No internet service,Yes,No internet service,No,One year,No,Credit card,101.85,520.27,Yes
1afcdad1-af05-4e93-94e0-79616f8dbe85,Male,1,Yes,Yes,25,Yes,No,No,Yes,No,No,No,No,No,One year,Yes,Mailed check,87.89,3915.31,No
72206f11-e503-4422-9646-d200467bdd0e,Female,1,No,No,33,Yes,Yes,DSL,No,No internet service,Yes,No,No internet service,No,Two year,Yes,Mailed check,64.12,5130.29,No
8e8fe4cc-79aa-47da-b564-814c1146031e,Female,1,No,Yes,28,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,80.77,4759.29,Yes
8e4ec4c4-8eac-426d-a4e3-64d39ea8c616,Male,0,Yes,Yes,46,No,No,Fiber optic,No,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card,19.38,2357.91,No
4e61ac65-e19d-4139-a792-79fff300a6f1,Female,1,Yes,Yes,51,No,No phone service,DSL,Yes,No internet service,No,No internet service,No,No,One year,No,Credit card,43.12,7148.62,Yes
18721160-4932-44dc-b6f8-488430e0a869,Male,0,No,No,45,No,No,No,No,No,Yes,Yes,No,No,One year,No,Bank transfer,76.02,1817.22,Yes
6a89411a-c2d8-4470-923b-70e1f58e690d,Female,1,No,No,29,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,Yes,Two year,Yes,Mailed check,65.08,6028.55,Yes
2636719b-5673-439d-a6ae-e1ef5c44205e,Female,0,Yes,Yes,6,Yes,No,DSL,Yes,No,No internet service,No,No internet service,Yes,One year,No,Mailed check,98.99,1320.76,Yes
cf058b4f-65c5-4020-bc3b-60cdb4fe5d5d,Female,0,Yes,No,15,No,No phone service,No,No,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,36.49,4251.66,Yes
647e5bfe-b259-4108-99c3-b7055ddd39a8,Female,0,Yes,No,39,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card,54.97,7429.13,No
06d59bb2-28d3-4d42-87e5-bb0cd8f8c593,Female,1,No,Yes,1,Yes,No phone service,No,No internet service,No internet service,Yes,Yes,Yes,Yes,Two year,No,Credit card,108.74,5415.53,Yes
f214acc4-c226-474a-aedc-a18a94ce2c66,Male,1,Yes,No,65,No,No,No,Yes,No internet service,No internet service,No internet service,No,No internet service,One year,Yes,Bank transfer,118.76,7515.33,Yes
67c9245d-5f89-4577-841e-a494973482f8,Female,0,Yes,Yes,26,Yes,No phone service,No,No internet service,No,No,No,No,No,One year,No,Electronic check,,4542.22,No
6019a800-a9ab-4314-9b59-88efb3e79aec,Male,1,No,No,14,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer,67.26,264.56,Yes
a1f4d827-8495-456c-8116-4813ac6460ea,Female,0,Yes,Yes,13,No,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No,Month-to-month,Yes,Mailed check,43.93,4407.82,Yes
cb8b3ee3-e2a7-4db7-bede-a4c22c776c0d,Female,0,No,No,36,Yes,No phone service,DSL,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,109.21,2284.31,No
03f866fa-1145-4235-b0ce-a0c30ea2443d,Male,0,Yes,No,70,Yes,No,No,Yes,No,No internet service,No,Yes,No internet service,Two year,Yes,Mailed check,34.76,3474.33,Yes
5d548097-e031-48d9-90eb-d7bac96f93d0,Female,1,Yes,Yes,39,Yes,Yes,DSL,No,Yes,No internet service,No internet service,Yes,No,One year,Yes,Bank transfer,94.7,1022.14,Yes
411dbebc-92c3-420e-aeb3-2aacd70a8882,Male,1,Yes,Yes,72,Yes,No,No,No internet service,Yes,No,Yes,No internet service,Yes,One year,No,Credit card,112.14,204.85,No
6545ee09-0f24-4ac1-9508-e1fd245d3472,Male,0,Yes,No,32,No,No phone service,No,No,No internet service,No,No,No,No internet service,One year,Yes,Bank transfer,29.59,5544.84,No
1a3e1f92-f5fe-4fa5-af75-6c15bad366a8,Male,0,No,No,6,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,94.98,517.47,No
f18304e5-2531-4a3e-bf5b-042fd36dce48,Male,1,No,Yes,48,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No internet service,One year,No,Bank transfer,58.87,1183.75,No
